"","X","line","movie"
"27702",27702,"","Green Book"
"27703",27703,"INT. CADILLAC - NIGHT - CONTINUOUS","Green Book"
"27704",27704,"","Green Book"
"27705",27705,"Lip’s STRETCHED OUT in the back seat, SLEEPING. PULL BACK to","Green Book"
"27706",27706,"reveal DR. SHIRLEY AT THE WHEEL, FOCUSING INTENTLY.","Green Book"
"27707",27707,"","Green Book"
"27708",27708,"We can HEAR the O.S. SOUND of the CADILLAC’S WHEELS SPINNING","Green Book"
"27709",27709,"as Shirley negotiates the slippery streets.","Green Book"
"27710",27710,"","Green Book"
"27711",27711,"INT. CADILLAC - NIGHT - MOMENTS LATER","Green Book"
"27712",27712,"","Green Book"
"27713",27713,"Lip still sleeping in the back seat. He’s jolted awake by","Green Book"
"27714",27714,"someone BANGING on the window.","Green Book"
"27715",27715,"","Green Book"
"27716",27716,"                       DR. SHIRLEY (O.S.)","Green Book"
"27717",27717,"             Tony, wake up!","Green Book"
"27718",27718,"","Green Book"
"27719",27719,"THE SNOW CONTINUES TO FALL... The Caddy is parked in front of","Green Book"
"27720",27720,"Lip’s apartment building. Shirley stands on the sidewalk,","Green Book"
"27721",27721,"Lip’s bag on the ground beside him. Shirley opens the back","Green Book"
"27722",27722,"door. Lip looks up, groggy. He realizes he’s home.","Green Book"
"27723",27723,"","Green Book"
"27724",27724,"                       LIP","Green Book"
"27725",27725,"             What... Doc, whadja’ do?","Green Book"
"27726",27726,"","Green Book"
"27727",27727,"Shirley helps Lip climb out of the car. He hands Tony his","Green Book"
"27728",27728,"suitcase.","Green Book"
"27729",27729,"","Green Book"
"27730",27730,"                       DR. SHIRLEY","Green Book"
"27731",27731,"             You’re home. Go inside.","Green Book"
"27732",27732,"","Green Book"
"27733",27733,"                        LIP","Green Book"
"27734",27734,"             Doc, why don’t you come up, meet my","Green Book"
"27735",27735,"             family...?","Green Book"
"27736",27736,"","Green Book"
"27737",27737,"","Green Book"
"27738",27738,"","Green Book"
"27739",27739,"                                                   (CONTINUED)","Green Book"
"27740",27740,"                                                         110.","Green Book"
"27741",27741,"CONTINUED:","Green Book"
"27742",27742,"","Green Book"
"27743",27743,"                       DR. SHIRLEY","Green Book"
"27744",27744,"             Merry Christmas, Tony.","Green Book"
"27745",27745,"","Green Book"
"27746",27746,"Shirley gets in the car.    Lip’s stunned, this can’t be how it","Green Book"
"27747",27747,"ends.","Green Book"
"27748",27748,"","Green Book"
"27749",27749,"                       LIP","Green Book"
"27750",27750,"             Doc, wait up! Hey...","Green Book"
"27751",27751,"","Green Book"
"27752",27752,"Lip watches as the car drives off, the tail-lights of the","Green Book"
"27753",27753,"Caddy disappearing into the snowy night.","Green Book"
"27754",27754,"","Green Book"
"27755",27755,"INT. LIP’S APARTMENT - LIVING ROOM - NIGHT","Green Book"
"27756",27756,"","Green Book"
"27757",27757,"Jimmy Roselli’s “BUON NATALE (MEANS MERRY CHRISTMAS TO YOU)”","Green Book"
"27758",27758,"PLAYS on the stereo. Dinner is winding down. Everyone at the","Green Book"
"27759",27759,"table is stuffed and having a festive time, except...","Green Book"
"27760",27760,"","Green Book"
"27761",27761,"Dolores, who fights the good fight for her guests.","Green Book"
"27762",27762,"","Green Book"
"27763",27763,"THE KITCHEN - Dolores comes in, starts putting dirty plates","Green Book"
"27764",27764,"in the sink... She HEARS A COMMOTION coming from the living","Green Book"
"27765",27765,"room...","Green Book"
"27766",27766,"","Green Book"
"27767",27767,"THE LIVING ROOM - Everyone jumps up from their seats as LIP","Green Book"
"27768",27768,"ENTERS, brushing snow off his coat, singing an Italian song.","Green Book"
"27769",27769,"","Green Book"
"27770",27770,"                       JOHNNY","Green Book"
"27771",27771,"             Hey, look who it is--Shakespeare’s","Green Book"
"27772",27772,"             home!","Green Book"
"27773",27773,"","Green Book"
"27774",27774,"The kids run into their father’s arms. Everyone crowds around","Green Book"
"27775",27775,"Lip, hugging, kissing...","Green Book"
"27776",27776,"","Green Book"
"27777",27777,"Dolores enters from the kitchen, stands watching...","Green Book"
"27778",27778,"","Green Book"
"27779",27779,"Dolores and Lip gaze at each other... She moves to him, wraps","Green Book"
"27780",27780,"her arms around his neck, they kiss. The family breaks into","Green Book"
"27781",27781,"applause.","Green Book"
"27782",27782,"","Green Book"
"27783",27783,"                       DOLORES","Green Book"
"27784",27784,"             You hungry?","Green Book"
"27785",27785,"","Green Book"
"27786",27786,"                       LIP","Green Book"
"27787",27787,"             You kiddin’? I’m starving.","Green Book"
"27788",27788,"","Green Book"
"27789",27789,"They all laugh, sit at the table.","Green Book"
"27790",27790,"","Green Book"
"27791",27791,"                                                     CUT TO:","Green Book"
"27792",27792,"","Green Book"
"27793",27793,"ESTABLISHING SHOT - CARNEGIE HALL - NIGHT","Green Book"
"27794",27794,"","Green Book"
"27795",27795,"We can barely see the building through the snowfall.","Green Book"
"27796",27796,"                                                       111.","Green Book"
"27797",27797,"","Green Book"
"27798",27798,"","Green Book"
"27799",27799,"INT. SHIRLEY’S APARTMENT - NIGHT - MOMENTS LATER","Green Book"
"27800",27800,"","Green Book"
"27801",27801,"Shirley ENTERS his apartment, followed by his valet, Amit,","Green Book"
"27802",27802,"who carries Shirley’s luggage.","Green Book"
"27803",27803,"","Green Book"
"27804",27804,"                    AMIT","Green Book"
"27805",27805,"          Welcome home, Dr. Shirley.","Green Book"
"27806",27806,"","Green Book"
"27807",27807,"                    DR. SHIRLEY","Green Book"
"27808",27808,"          Thank you, Amit.","Green Book"
"27809",27809,"","Green Book"
"27810",27810,"                    AMIT","Green Book"
"27811",27811,"          I turned down your bed, sir. Will","Green Book"
"27812",27812,"          you be needing anything else?","Green Book"
"27813",27813,"","Green Book"
"27814",27814,"                    DR. SHIRLEY","Green Book"
"27815",27815,"          No, thank you. Go home to your","Green Book"
"27816",27816,"          family.","Green Book"
"27817",27817,"","Green Book"
"27818",27818,"                    AMIT","Green Book"
"27819",27819,"          Thank you, Doctor. Merry Christmas.","Green Book"
"27820",27820,"","Green Book"
"27821",27821,"Amit EXITS. Suddenly SHIRLEY IS ALL ALONE. He glances around","Green Book"
"27822",27822,"his apartment at the throne, the elephant tusks, all his","Green Book"
"27823",27823,"possessions. The room is quiet.","Green Book"
"27824",27824,"","Green Book"
"27825",27825,"Dr. Shirley reaches in his pocket, takes out the JADE STONE.","Green Book"
"27826",27826,"He PLACES IT ON HIS MANTEL, next to some other artifacts.","Green Book"
"27827",27827,"","Green Book"
"27828",27828,"                                                   CUT TO:","Green Book"
"27829",27829,"","Green Book"
"27830",27830,"INT. LIP’S APARTMENT - LIVING ROOM - NIGHT","Green Book"
"27831",27831,"","Green Book"
"27832",27832,"Lip and the entire family are at the table. Lip has an over-","Green Book"
"27833",27833,"stuffed cannoli in front of him while everyone else is","Green Book"
"27834",27834,"picking away at a large assortment of desserts. Everyone’s","Green Book"
"27835",27835,"talking except for Lip, who seems happy but distant.","Green Book"
"27836",27836,"","Green Book"
"27837",27837,"                    JOHNNY","Green Book"
"27838",27838,"          Tony, s’matter with you? You","Green Book"
"27839",27839,"          haven’t said a word.","Green Book"
"27840",27840,"","Green Book"
"27841",27841,"                     LIP","Green Book"
"27842",27842,"          Yeah, sorry, just tired. Long trip.","Green Book"
"27843",27843,"              (under breath, to Johnny)","Green Book"
"27844",27844,"          You take care of that thing?","Green Book"
"27845",27845,"","Green Book"
"27846",27846,"                    JOHNNY","Green Book"
"27847",27847,"          Yeah, yeah.","Green Book"
"27848",27848,"","Green Book"
"27849",27849,"He pulls something out of his pocket and hands it to Lip","Green Book"
"27850",27850,"UNDER THE TABLE.","Green Book"
"27851",27851,"","Green Book"
"27852",27852,"","Green Book"
"27853",27853,"","Green Book"
"27854",27854,"                                                   (CONTINUED)","Green Book"
"27855",27855,"                                                       112.","Green Book"
"27856",27856,"CONTINUED:","Green Book"
"27857",27857,"","Green Book"
"27858",27858,"ANGLE UNDER THE TABLE - we see that it’s Tony’s WRISTWATCH.","Green Book"
"27859",27859,"","Green Book"
"27860",27860,"Lip puts the watch on.","Green Book"
"27861",27861,"","Green Book"
"27862",27862,"                       LIP","Green Book"
"27863",27863,"             Thanks.","Green Book"
"27864",27864,"","Green Book"
"27865",27865,"                       JOHNNY","Green Book"
"27866",27866,"             You owe me seventy-five bucks.","Green Book"
"27867",27867,"","Green Book"
"27868",27868,"Lip REACTS.","Green Book"
"27869",27869,"","Green Book"
"27870",27870,"                       LIP","Green Book"
"27871",27871,"             Charlie said sixty.","Green Book"
"27872",27872,"","Green Book"
"27873",27873,"                       JOHNNY","Green Book"
"27874",27874,"             What, I’m doing this for nothin’?","Green Book"
"27875",27875,"","Green Book"
"27876",27876,"Lip shoots Johnny a look.","Green Book"
"27877",27877,"","Green Book"
"27878",27878,"                       LOUIE","Green Book"
"27879",27879,"             Hey, Lip, tell us about the trip.","Green Book"
"27880",27880,"","Green Book"
"27881",27881,"                       RUDY","Green Book"
"27882",27882,"             Yeah. So how was he, the tootsune?","Green Book"
"27883",27883,"             He get on your nerves?","Green Book"
"27884",27884,"Lip shoots him a look.","Green Book"
"27885",27885,"                       LIP","Green Book"
"27886",27886,"             Don’t call him that.","Green Book"
"27887",27887,"Rudy’s taken aback. Embarassed.","Green Book"
"27888",27888,"","Green Book"
"27889",27889,"                       RUDY","Green Book"
"27890",27890,"             Okay...","Green Book"
"27891",27891,"","Green Book"
"27892",27892,"ANGLE ON DOLORES watching this. She looks surprised by Lip’s","Green Book"
"27893",27893,"reaction to the slur. A pleasant surprise. The family’s","Green Book"
"27894",27894,"surprised too. Everyone’s quiet. Dolores changes the subject.","Green Book"
"27895",27895,"","Green Book"
"27896",27896,"                       DOLORES","Green Book"
"27897",27897,"             Tony, you should’ve seen the day","Green Book"
"27898",27898,"             last week when Frankie grabbed onto","Green Book"
"27899",27899,"             the TV and climbed up on it! I took","Green Book"
"27900",27900,"             a picture...","Green Book"
"27901",27901,"","Green Book"
"27902",27902,"                       FRAN","Green Book"
"27903",27903,"             Are you nuts, Dee? With all those","Green Book"
"27904",27904,"             tubes back there, and the cord--he","Green Book"
"27905",27905,"             could’ve got electrocuted!","Green Book"
"27906",27906,"","Green Book"
"27907",27907,"","Green Book"
"27908",27908,"","Green Book"
"27909",27909,"","Green Book"
"27910",27910,"                                                   (CONTINUED)","Green Book"
"27911",27911,"                                                        113.","Green Book"
"27912",27912,"CONTINUED: (2)","Green Book"
"27913",27913,"","Green Book"
"27914",27914,"                    JOHNNY","Green Book"
"27915",27915,"          You’re thinkin’ of toasters. No","Green Book"
"27916",27916,"          one’s gettin’ electrocuted from a","Green Book"
"27917",27917,"          TV.","Green Book"
"27918",27918,"","Green Book"
"27919",27919,"As everyone starts to ARGUE about toasters and TVs, there’s a","Green Book"
"27920",27920,"KNOCK ON THE DOOR. Lip gets up, goes to the door. He opens","Green Book"
"27921",27921,"it, REACTS.","Green Book"
"27922",27922,"","Green Book"
"27923",27923,"Charlie from the pawn shop stands in the doorway with his","Green Book"
"27924",27924,"wife, Marie.","Green Book"
"27925",27925,"","Green Book"
"27926",27926,"                     LIP","Green Book"
"27927",27927,"          Charlie!","Green Book"
"27928",27928,"","Green Book"
"27929",27929,"                    PAWN GUY","Green Book"
"27930",27930,"          Hey, Lip. Johnny invited me.","Green Book"
"27931",27931,"","Green Book"
"27932",27932,"                    LIP","Green Book"
"27933",27933,"          Come on in.","Green Book"
"27934",27934,"","Green Book"
"27935",27935,"                    PAWN GUY","Green Book"
"27936",27936,"          You remember Marie.","Green Book"
"27937",27937,"","Green Book"
"27938",27938,"                    LIP","Green Book"
"27939",27939,"          Hi, Marie, Merry Christmas.","Green Book"
"27940",27940,"","Green Book"
"27941",27941,"Johnny gets up from the table, greets Charlie and Marie.","Green Book"
"27942",27942,"","Green Book"
"27943",27943,"                    JOHNNY","Green Book"
"27944",27944,"          Charlie, you came? I was kidding?","Green Book"
"27945",27945,"          And you brought the wife, too?","Green Book"
"27946",27946,"","Green Book"
"27947",27947,"He takes them to the table.","Green Book"
"27948",27948,"","Green Book"
"27949",27949,"                    JOHNNY (CONT’D)","Green Book"
"27950",27950,"          Hey, everybody, Charlie from the","Green Book"
"27951",27951,"          pawn shop. Can you believe it?","Green Book"
"27952",27952,"          Christmas, he didn’t bring nothing!","Green Book"
"27953",27953,"          Charlie, I’m kidding, sit down...","Green Book"
"27954",27954,"","Green Book"
"27955",27955,"Lip turns to shut the door and sees - Dr. Shirley, standing","Green Book"
"27956",27956,"in the doorway, holding A BOTTLE OF CHAMPAGNE, looking","Green Book"
"27957",27957,"unsure.","Green Book"
"27958",27958,"","Green Book"
"27959",27959,"Tony Lip smiles and hugs him, walks him in.   Lip turns to his","Green Book"
"27960",27960,"family, excited.","Green Book"
"27961",27961,"","Green Book"
"27962",27962,"                    LIP","Green Book"
"27963",27963,"          Everyone, this is Dr. Donald","Green Book"
"27964",27964,"          Shirley!","Green Book"
"27965",27965,"","Green Book"
"27966",27966,"","Green Book"
"27967",27967,"","Green Book"
"27968",27968,"","Green Book"
"27969",27969,"                                                   (CONTINUED)","Green Book"
"27970",27970,"                                                         114.","Green Book"
"27971",27971,"CONTINUED: (3)","Green Book"
"27972",27972,"","Green Book"
"27973",27973,"                    DR. SHIRLEY","Green Book"
"27974",27974,"          Merry Christmas.","Green Book"
"27975",27975,"","Green Book"
"27976",27976,"REVERSE ANGLE reveals Johnny, Nicola, Rudy, Louie, Anthony,","Green Book"
"27977",27977,"everyone... watching them, STUNNED AND SPEECHLESS. No one","Green Book"
"27978",27978,"budges. Shirley smiles nervously. LONG BEAT. Then finally","Green Book"
"27979",27979,"Johnny stands.","Green Book"
"27980",27980,"","Green Book"
"27981",27981,"                    JOHNNY","Green Book"
"27982",27982,"          Well, come on, make some room! Get","Green Book"
"27983",27983,"          the man a plate!","Green Book"
"27984",27984,"","Green Book"
"27985",27985,"Dolores approaches Shirley.","Green Book"
"27986",27986,"","Green Book"
"27987",27987,"                    DR. SHIRLEY","Green Book"
"27988",27988,"          You must be Dolores.","Green Book"
"27989",27989,"","Green Book"
"27990",27990,"She smiles and he hands her the champagne.","Green Book"
"27991",27991,"","Green Book"
"27992",27992,"                    DR. SHIRLEY (CONT’D)","Green Book"
"27993",27993,"          Buon Natale. Thank you for sharing","Green Book"
"27994",27994,"          your husband with me.","Green Book"
"27995",27995,"","Green Book"
"27996",27996,"Lip smiles. Dolores hugs Shirley and WHISPERS in his ear...","Green Book"
"27997",27997,"","Green Book"
"27998",27998,"                    DOLORES","Green Book"
"27999",27999,"          And thank you for helping with the","Green Book"
"28000",28000,"          letters.","Green Book"
"28001",28001,"","Green Book"
"28002",28002,"Shirley, surprised, laughs.","Green Book"
"28003",28003,"","Green Book"
"28004",28004,"CLOSE ON DOLORES - She smiles, and we --","Green Book"
"28005",28005,"","Green Book"
"28006",28006,"                                               CUT TO BLACK.","Green Book"
"28007",28007,"","Green Book"
"28008",28008,"                              THE END","Green Book"
"28009",28009,"","Green Book"
"28010",28010,"","Green Book"
"28011",28011,"","Green Book"
"28012",28012,"                          EPILOGUE","Green Book"
"28013",28013,"","Green Book"
"28014",28014,"Dr. Donald Shirley continued to tour, compose, and record. He","Green Book"
"28015",28015,"was awarded the Isaac Stern Medallion, and was the only other","Green Book"
"28016",28016,"Carnegie studio resident, besides Leonard Bernstein, who","Green Book"
"28017",28017,"performed annually at Carnegie Hall.","Green Book"
"28018",28018,"","Green Book"
"28019",28019,"During his prolific career, he composed three symphonies, two","Green Book"
"28020",28020,"piano concerti, a cello concerto, three string quartets, a","Green Book"
"28021",28021,"one-act opera, a symphonic tone poem based on Finnegan's","Green Book"
"28022",28022,"Wake, and a set of ""Variations"" on the legend of Orpheus in","Green Book"
"28023",28023,"the Underworld.","Green Book"
"28024",28024,"","Green Book"
"28025",28025,"","Green Book"
"28026",28026,"","Green Book"
"28027",28027,"","Green Book"
"28028",28028,"                                                     (CONTINUED)","Green Book"
"28029",28029,"                                                       115.","Green Book"
"28030",28030,"CONTINUED: (4)","Green Book"
"28031",28031,"","Green Book"
"28032",28032,"Frank “Tony Lip” Vallelonga went back to his job at the","Green Book"
"28033",28033,"Copacabana, eventually becoming Maitre’ D, until its closing","Green Book"
"28034",28034,"in 1973.","Green Book"
"28035",28035,"","Green Book"
"28036",28036,"It was at the Copa where he met Francis Ford Coppola, who","Green Book"
"28037",28037,"cast him in a small role in The Godfather. This led to an","Green Book"
"28038",28038,"impressive acting career, including roles in Raging Bull, The","Green Book"
"28039",28039,"Pope Of Greenwich Village, Donnie Brasco, and Goodfellas.","Green Book"
"28040",28040,"","Green Book"
"28041",28041,"Lip is best known for his portrayal of New York crime boss","Green Book"
"28042",28042,"Carmine Lupertazzi in the HBO series The Sopranos.","Green Book"
"28043",28043,"","Green Book"
"28044",28044,"Tony Lip and Dr. Shirley would remain lifelong friends until","Green Book"
"28045",28045,"their deaths within months of each other in 2013.","Green Book"
"28046",28046,"         VICE","Vice"
"28047",28047,"","Vice"
"28048",28048,"","Vice"
"28049",28049,"","Vice"
"28050",28050,"Written and Directed by","Vice"
"28051",28051,"","Vice"
"28052",28052,"","Vice"
"28053",28053,"","Vice"
"28054",28054,"      Adam McKay","Vice"
"28055",28055,"OPEN ON: BLACK","Vice"
"28056",28056,"","Vice"
"28057",28057,"“The following is a true story.”","Vice"
"28058",28058,"","Vice"
"28059",28059,"“Or as true as it can be given that Dick Cheney is one of the","Vice"
"28060",28060,"most secretive leaders in history.”","Vice"
"28061",28061,"","Vice"
"28062",28062,"“But we did our fucking best.”","Vice"
"28063",28063,"","Vice"
"28064",28064,"","Vice"
"28065",28065,"INT. ROAD SIDE BAR WYOMING - 1963 - NIGHT","Vice"
"28066",28066,"","Vice"
"28067",28067,"MUSIC: ROLY POLY by Bob Wills and His Texas Playboys.","Vice"
"28068",28068,"","Vice"
"28069",28069,"The place is full of DRUNK LINE MEN, DRIFTERS, WEATHERED","Vice"
"28070",28070,"RANCHERS and a few ROUGH PROFESSIONAL WOMEN who flirt and","Vice"
"28071",28071,"dance.","Vice"
"28072",28072,"","Vice"
"28073",28073,"Young DICK CHENEY, 21, liquored up and playing dice, screams","Vice"
"28074",28074,"to the heavens in triumph.","Vice"
"28075",28075,"","Vice"
"28076",28076,"","Vice"
"28077",28077,"EXT. DESOLATE ROAD - NIGHT - LATER","Vice"
"28078",28078,"","Vice"
"28079",28079,"The RED TAIL LIGHTS of a battered 1949 Frazer Sedan SWERVE","Vice"
"28080",28080,"BACK AND FORTH ERRATICALLY. Dick is at the wheel. Very drunk.","Vice"
"28081",28081,"","Vice"
"28082",28082,"POLICE LIGHTS FLASH behind him.","Vice"
"28083",28083,"","Vice"
"28084",28084,"POV A HARSH POLICE FLASH LIGHT HITS THE DRIVER SIDE WINDOW AS","Vice"
"28085",28085,"DICK LEANS HIS HEAD OUT.","Vice"
"28086",28086,"","Vice"
"28087",28087,"                    DICK","Vice"
"28088",28088,"          How you doing tonight?","Vice"
"28089",28089,"","Vice"
"28090",28090,"                    OFFICER","Vice"
"28091",28091,"          I need you to get out of the car.","Vice"
"28092",28092,"","Vice"
"28093",28093,"Dick gets out and IMMEDIATELY STUMBLES TO THE GROUND.","Vice"
"28094",28094,"","Vice"
"28095",28095,"SFX: A LOUD BLARING ELECTRONIC SIREN","Vice"
"28096",28096,"","Vice"
"28097",28097,"","Vice"
"28098",28098,"INT. WHITE HOUSE OFFICE OF VICE PRESIDENT - 9/11 2001 - DAY","Vice"
"28099",28099,"","Vice"
"28100",28100,"Older Cheney, 60, CONDOLEEZZA RICE and MARY MATALIN are","Vice"
"28101",28101,"watching CNN. ONE OF THE TWIN TOWERS IS SMOKING.","Vice"
"28102",28102,"","Vice"
"28103",28103,"SUDDENLY A SECOND PLANE SOARS INTO FRAME AND HITS THE OTHER","Vice"
"28104",28104,"TOWER. Everyone gasps.","Vice"
"28105",28105,"","Vice"
"28106",28106,"                      SECRET SERVICE AGENT","Vice"
"28107",28107,"          MOVE!!!!!","Vice"
"28108",28108,"                                                            2.","Vice"
"28109",28109,"","Vice"
"28110",28110,"","Vice"
"28111",28111,"Secret Service Agent grabs Cheney and pushes him down the","Vice"
"28112",28112,"hall to the underground bunker.","Vice"
"28113",28113,"","Vice"
"28114",28114,"                    SECRET SERVICE AGENT #2","Vice"
"28115",28115,"              (into ear piece)","Vice"
"28116",28116,"          A plane just struck the Pentagon.","Vice"
"28117",28117,"","Vice"
"28118",28118,"","Vice"
"28119",28119,"INT. HAIR SALON - SAME TIME","Vice"
"28120",28120,"","Vice"
"28121",28121,"A TV in a hair salon shows the 9/11 coverage. LYNNE CHENEY,","Vice"
"28122",28122,"59, stares at the twin towers in shock.","Vice"
"28123",28123,"","Vice"
"28124",28124,"","Vice"
"28125",28125,"INT. UNDERGROUND WHITE HOUSE BUNKER - 9/11 9:38AM","Vice"
"28126",28126,"","Vice"
"28127",28127,"Cheney begins barking out orders.","Vice"
"28128",28128,"","Vice"
"28129",28129,"                    DICK","Vice"
"28130",28130,"          Let’s make sure the phone lines are","Vice"
"28131",28131,"          working. SIVITS.","Vice"
"28132",28132,"","Vice"
"28133",28133,"                    CONDI RICE","Vice"
"28134",28134,"          Phones are a go, Sir.","Vice"
"28135",28135,"","Vice"
"28136",28136,"                    DICK","Vice"
"28137",28137,"          Let’s contact the FAA. Find out how","Vice"
"28138",28138,"          many planes are in the air.","Vice"
"28139",28139,"","Vice"
"28140",28140,"JUMP CUT: Cheney, on the phone amidst the chaos, NORMAN","Vice"
"28141",28141,"MINETA, DAVID ADDINGTON, Condi Rice, SCOOTER LIBBY, KAREN","Vice"
"28142",28142,"HUGHES and a few others are there.","Vice"
"28143",28143,"","Vice"
"28144",28144,"                    CONDI RICE","Vice"
"28145",28145,"              (into phone)","Vice"
"28146",28146,"          May I get the President on the","Vice"
"28147",28147,"          line, please?","Vice"
"28148",28148,"","Vice"
"28149",28149,"                    STAFFER","Vice"
"28150",28150,"          That’s right. We’ve got planes in","Vice"
"28151",28151,"          the air and no where for them to","Vice"
"28152",28152,"          land.","Vice"
"28153",28153,"","Vice"
"28154",28154,"The Twin Towers burn on the television as Dick lowers his","Vice"
"28155",28155,"head into his hands.","Vice"
"28156",28156,"","Vice"
"28157",28157,"                    CONDI RICE","Vice"
"28158",28158,"          Mr. Vice President, POTUS on line","Vice"
"28159",28159,"          1.","Vice"
"28160",28160,"","Vice"
"28161",28161,"Council looks at Cheney as he is about to pick up a call from","Vice"
"28162",28162,"POTUS.","Vice"
"28163",28163,"                                                         3.","Vice"
"28164",28164,"","Vice"
"28165",28165,"","Vice"
"28166",28166,"                    DICK","Vice"
"28167",28167,"          Mr. President, this situation is","Vice"
"28168",28168,"          extremely fluid. I am strongly","Vice"
"28169",28169,"          recommending you stay in the air.","Vice"
"28170",28170,"          I’ve sequestered Congressional","Vice"
"28171",28171,"          leadership and I’m coordinating our","Vice"
"28172",28172,"          response with the White House","Vice"
"28173",28173,"          team... Okay then...","Vice"
"28174",28174,"","Vice"
"28175",28175,"Dick hangs up and we reveal Lynne, now standing behind him.","Vice"
"28176",28176,"She has her hand on Dick’s shoulder. He touches her hand.","Vice"
"28177",28177,"","Vice"
"28178",28178,"                    STAFFER","Vice"
"28179",28179,"          Sir, Don Rumsfeld on 3.","Vice"
"28180",28180,"","Vice"
"28181",28181,"Cheney points to the speaker phone.","Vice"
"28182",28182,"","Vice"
"28183",28183,"                    CHENEY","Vice"
"28184",28184,"          That?","Vice"
"28185",28185,"","Vice"
"28186",28186,"He picks up the line.","Vice"
"28187",28187,"","Vice"
"28188",28188,"                    RUMSFELD (V.O.)","Vice"
"28189",28189,"          Dick, there are still passenger","Vice"
"28190",28190,"          planes in the air. I need rules of","Vice"
"28191",28191,"          engagement.","Vice"
"28192",28192,"","Vice"
"28193",28193,"                    CONDI RICE","Vice"
"28194",28194,"          Let’s get the President back on the-","Vice"
"28195",28195,"","Vice"
"28196",28196,"Cheney holds up his hand.","Vice"
"28197",28197,"","Vice"
"28198",28198,"                    DICK","Vice"
"28199",28199,"          You have authorization to shoot","Vice"
"28200",28200,"          down any aircraft deemed a threat.","Vice"
"28201",28201,"","Vice"
"28202",28202,"Beat.","Vice"
"28203",28203,"","Vice"
"28204",28204,"                    RUMSFELD","Vice"
"28205",28205,"          Presidential authority?","Vice"
"28206",28206,"","Vice"
"28207",28207,"                    DICK","Vice"
"28208",28208,"          That’s correct. All orders are","Vice"
"28209",28209,"          UNODIR.","Vice"
"28210",28210,"","Vice"
"28211",28211,"                    CONDI RICE","Vice"
"28212",28212,"          UNODIR?","Vice"
"28213",28213,"","Vice"
"28214",28214,"                    KAREN HUGHES","Vice"
"28215",28215,"          Unless otherwise directed.","Vice"
"28216",28216,"","Vice"
"28217",28217,"FREEZE on Dick Cheney.","Vice"
"28218",28218,"                                                          4.","Vice"
"28219",28219,"","Vice"
"28220",28220,"","Vice"
"28221",28221,"                    NARRATOR (V.O.)","Vice"
"28222",28222,"              (male, late 20’s)","Vice"
"28223",28223,"          By all accounts of what people saw","Vice"
"28224",28224,"          in that room on that terrible day,","Vice"
"28225",28225,"          there was confusion, fear,","Vice"
"28226",28226,"          uncertainty, but Dick Cheney saw","Vice"
"28227",28227,"          something else that no one else","Vice"
"28228",28228,"          did... he saw an opportunity.","Vice"
"28229",28229,"","Vice"
"28230",28230,"Famous Photo of Men Playing Golf while the hillside behind","Vice"
"28231",28231,"them is on fire.","Vice"
"28232",28232,"","Vice"
"28233",28233,"                    NARRATOR (V.O.)","Vice"
"28234",28234,"          As the world becomes more and more","Vice"
"28235",28235,"          confusing, we tend to focus on the","Vice"
"28236",28236,"          things that are right there in","Vice"
"28237",28237,"          front of us. While ignoring the","Vice"
"28238",28238,"          massive forces that actually change","Vice"
"28239",28239,"          and shape our lives.","Vice"
"28240",28240,"","Vice"
"28241",28241,"VT and Stills of people working at Amazon and Wal-Mart.","Vice"
"28242",28242,"","Vice"
"28243",28243,"                    NARRATOR (V.O.)","Vice"
"28244",28244,"          And with people working longer and","Vice"
"28245",28245,"          longer hours, for less and less","Vice"
"28246",28246,"          wages, when we do have free time,","Vice"
"28247",28247,"          the last thing we want is","Vice"
"28248",28248,"          complicated analysis of our","Vice"
"28249",28249,"          government, lobbying, international","Vice"
"28250",28250,"          trade agreements.","Vice"
"28251",28251,"","Vice"
"28252",28252,"VT of people partying and dancing.","Vice"
"28253",28253,"","Vice"
"28254",28254,"Cheney clasps his hands thinking in the 9/11 Bunker.","Vice"
"28255",28255,"","Vice"
"28256",28256,"                    NARRATOR (V.O.)","Vice"
"28257",28257,"          So it's no surprise that when a","Vice"
"28258",28258,"          monotone bureaucratic Vice","Vice"
"28259",28259,"          President came to power. We hardly","Vice"
"28260",28260,"          noticed. As he achieved a position","Vice"
"28261",28261,"          of authority that very few leaders","Vice"
"28262",28262,"          in the history of our nation ever","Vice"
"28263",28263,"          have.","Vice"
"28264",28264,"","Vice"
"28265",28265,"Quick shots of the Iraq war, torture, the Senate passing tax","Vice"
"28266",28266,"cuts etc.","Vice"
"28267",28267,"","Vice"
"28268",28268,"                    NARRATOR (V.O.)","Vice"
"28269",28269,"          Forever changing the course of","Vice"
"28270",28270,"          history for millions and millions","Vice"
"28271",28271,"          of lives. And he did it like a","Vice"
"28272",28272,"          ghost. With most people having no","Vice"
"28273",28273,"          idea who he is or where he came","Vice"
"28274",28274,"          from.","Vice"
"28275",28275,"                                                         5.","Vice"
"28276",28276,"","Vice"
"28277",28277,"","Vice"
"28278",28278,"Lynne puts her hand on Dick’s shoulder as we SMASH CUT to Jet","Vice"
"28279",28279,"Planes bombing a Middle Eastern Town with a ferocity.","Vice"
"28280",28280,"","Vice"
"28281",28281,"FADE TO BLACK...","Vice"
"28282",28282,"","Vice"
"28283",28283,"","Vice"
"28284",28284,"EXT. RIVER - DAY","Vice"
